t,e1,e2,e3,b1,b2,b3,d1,d2,d3
0.0271666667,0.0000348059,0.0000000000,0.0000246431,0.0001162622,0.0000000000,-0.0000844005,0.0112197731,0.0000000000,-0.0059429033
0.0273333333,0.0000354255,0.0000000000,0.0000249694,0.0001181397,0.0000000000,-0.0000853897,0.0113104961,0.0000000000,-0.0059272331
0.0275000000,0.0000360491,0.0000000000,0.0000252944,0.0001200323,0.0000000000,-0.0000863762,0.0114007391,0.0000000000,-0.0059099306
0.0276666667,0.0000366766,0.0000000000,0.0000256178,0.0001219400,0.0000000000,-0.0000873597,0.0114904875,0.0000000000,-0.0058909880
0.0278333333,0.0000373078,0.0000000000,0.0000259396,0.0001238625,0.0000000000,-0.0000883399,0.0115797270,0.0000000000,-0.0058703980
0.0280000000,0.0000379428,0.0000000000,0.0000262596,0.0001257999,0.0000000000,-0.0000893165,0.0116684429,0.0000000000,-0.0058481536
0.0281666667,0.0000385813,0.0000000000,0.0000265777,0.0001277520,0.0000000000,-0.0000902893,0.0117566211,0.0000000000,-0.0058242484
0.0283333333,0.0000392233,0.0000000000,0.0000268938,0.0001297187,0.0000000000,-0.0000912579,0.0118442469,0.0000000000,-0.0057986763
0.0285000000,0.0000398685,0.0000000000,0.0000272077,0.0001317001,0.0000000000,-0.0000922222,0.0119313062,0.0000000000,-0.0057714317
0.0286666667,0.0000405170,0.0000000000,0.0000275194,0.0001336958,0.0000000000,-0.0000931817,0.0120177846,0.0000000000,-0.0057425094
0.0288333333,0.0000411685,0.0000000000,0.0000278287,0.0001357060,0.0000000000,-0.0000941363,0.0121036678,-0.0000000000,-0.0057119046
0.0290000000,0.0000418230,0.0000000000,0.0000281355,0.0001377304,0.0000000000,-0.0000950857,0.0121889418,0.0000000000,-0.0056796131
0.0291666667,0.0000424802,0.0000000000,0.0000284398,0.0001397690,0.0000000000,-0.0000960295,0.0122735922,0.0000000000,-0.0056456310
0.0293333333,0.0000431402,0.0000000000,0.0000287413,0.0001418216,0.0000000000,-0.0000969676,0.0123576051,0.0000000000,-0.0056099549
0.0295000000,0.0000438027,0.0000000000,0.0000290399,0.0001438882,0.0000000000,-0.0000978995,0.0124409664,-0.0000000000,-0.0055725819
0.0296666667,0.0000444676,0.0000000000,0.0000293357,0.0001459686,0.0000000000,-0.0000988251,0.0125236619,-0.0000000000,-0.0055335094
0.0298333333,0.0000451348,0.0000000000,0.0000296283,0.0001480627,0.0000000000,-0.0000997440,0.0126056779,0.0000000000,-0.0054927355
0.0300000000,0.0000458041,0.0000000000,0.0000299179,0.0001501705,0.0000000000,-0.0001006560,0.0126870005,0.0000000000,-0.0054502585
0.0301666667,0.0000464754,0.0000000000,0.0000302041,0.0001522917,0.0000000000,-0.0001015608,0.0127676156,0.0000000000,-0.0054060773
0.0303333333,0.0000471485,0.0000000000,0.0000304870,0.0001544263,0.0000000000,-0.0001024580,0.0128475097,0.0000000000,-0.0053601912
0.0305000000,0.0000478234,0.0000000000,0.0000307664,0.0001565742,0.0000000000,-0.0001033475,0.0129266690,-0.0000000000,-0.0053126001
0.0306666667,0.0000484999,0.0000000000,0.0000310422,0.0001587352,0.0000000000,-0.0001042289,0.0130050798,0.0000000000,-0.0052633042
0.0308333333,0.0000491778,0.0000000000,0.0000313143,0.0001609093,0.0000000000,-0.0001051019,0.0130827285,0.0000000000,-0.0052123041
0.0310000000,0.0000498569,0.0000000000,0.0000315827,0.0001630961,0.0000000000,-0.0001059663,0.0131596016,0.0000000000,-0.0051596012
0.0311666667,0.0000505372,0.0000000000,0.0000318472,0.0001652958,-0.0000000000,-0.0001068218,0.0132356857,0.0000000000,-0.0051051970
0.0313333333,0.0000512185,0.0000000000,0.0000321077,0.0001675080,0.0000000000,-0.0001076681,0.0133109673,0.0000000000,-0.0050490937
0.0315000000,0.0000519006,0.0000000000,0.0000323642,0.0001697328,0.0000000000,-0.0001085048,0.0133854332,0.0000000000,-0.0049912938
0.0316666667,0.0000525834,0.0000000000,0.0000326165,0.0001719699,0.0000000000,-0.0001093318,0.0134590701,0.0000000000,-0.0049318005
