t,e1,e2,e3,b1,b2,b3,d1,d2,d3
0.0215000000,0.0000016006,0.0000053529,0.0000088794,0.0000191026,0.0000338074,0.0000412289,0.0024581021,0.0041109820,0.0045192690
0.0216666667,0.0000016421,0.0000054847,0.0000090784,0.0000195148,0.0000344960,0.0000419843,0.0024884724,0.0041523210,0.0045455037
0.0218333333,0.0000016842,0.0000056182,0.0000092790,0.0000199321,0.0000351915,0.0000427440,0.0025188492,0.0041933469,0.0045708126
0.0220000000,0.0000017269,0.0000057532,0.0000094811,0.0000203544,0.0000358938,0.0000435079,0.0025492281,0.0042340482,0.0045951799
0.0221666667,0.0000017701,0.0000058898,0.0000096847,0.0000207818,0.0000366028,0.0000442758,0.0025796045,0.0042744133,0.0046185899
0.0223333333,0.0000018140,0.0000060279,0.0000098896,0.0000212143,0.0000373186,0.0000450475,0.0026099738,0.0043144308,0.0046410271
0.0225000000,0.0000018585,0.0000061676,0.0000100959,0.0000216518,0.0000380410,0.0000458228,0.0026403315,0.0043540893,0.0046624763
0.0226666667,0.0000019036,0.0000063087,0.0000103035,0.0000220944,0.0000387700,0.0000466016,0.0026706731,0.0043933773,0.0046829224
0.0228333333,0.0000019492,0.0000064514,0.0000105123,0.0000225420,0.0000395054,0.0000473838,0.0027009941,0.0044322834,0.0047023507
0.0230000000,0.0000019954,0.0000065955,0.0000107222,0.0000229947,0.0000402474,0.0000481691,0.0027312897,0.0044707964,0.0047207466
0.0231666667,0.0000020423,0.0000067410,0.0000109332,0.0000234525,0.0000409957,0.0000489573,0.0027615556,0.0045089048,0.0047380958
0.0233333333,0.0000020896,0.0000068880,0.0000111452,0.0000239153,0.0000417504,0.0000497484,0.0027917871,0.0045465974,0.0047543842
0.0235000000,0.0000021376,0.0000070363,0.0000113581,0.0000243831,0.0000425112,0.0000505421,0.0028219797,0.0045838630,0.0047695981
0.0236666667,0.0000021861,0.0000071860,0.0000115719,0.0000248559,0.0000432783,0.0000513383,0.0028521287,0.0046206902,0.0047837238
0.0238333333,0.0000022352,0.0000073370,0.0000117865,0.0000253338,0.0000440515,0.0000521367,0.0028822296,0.0046570681,0.0047967481
0.0240000000,0.0000022848,0.0000074893,0.0000120018,0.0000258167,0.0000448307,0.0000529372,0.0029122779,0.0046929853,0.0048086578
0.0241666667,0.0000023350,0.0000076429,0.0000122178,0.0000263045,0.0000456158,0.0000537396,0.0029422689,0.0047284309,0.0048194403
0.0243333333,0.0000023857,0.0000077977,0.0000124343,0.0000267974,0.0000464068,0.0000545437,0.0029721981,0.0047633937,0.0048290831
0.0245000000,0.0000024369,0.0000079537,0.0000126514,0.0000272953,0.0000472036,0.0000553493,0.0030020608,0.0047978629,0.0048375738
0.0246666667,0.0000024887,0.0000081108,0.0000128689,0.0000277981,0.0000480061,0.0000561562,0.0030318526,0.0048318275,0.0048449006
0.0248333333,0.0000025410,0.0000082691,0.0000130867,0.0000283059,0.0000488142,0.0000569643,0.0030615687,0.0048652765,0.0048510519
0.0250000000,0.0000025938,0.0000084285,0.0000133048,0.0000288186,0.0000496279,0.0000577732,0.0030912047,0.0048981992,0.0048560161
0.0251666667,0.0000026471,0.0000085890,0.0000135231,0.0000293363,0.0000504469,0.0000585829,0.0031207560,0.0049305848,0.0048597824
0.0253333333,0.0000027009,0.0000087505,0.0000137415,0.0000298589,0.0000512714,0.0000593932,0.0031502180,0.0049624226,0.0048623397
0.0255000000,0.0000027553,0.0000089130,0.0000139599,0.0000303864,0.0000521011,0.0000602037,0.0031795861,0.0049937019,0.0048636778
0.0256666667,0.0000028101,0.0000090765,0.0000141784,0.0000309187,0.0000529360,0.0000610144,0.0032088557,0.0050244122,0.0048637864
0.0258333333,0.0000028653,0.0000092408,0.0000143967,0.0000314560,0.0000537759,0.0000618250,0.0032380223,0.0050545429,0.0048626555
0.0260000000,0.0000029211,0.0000094061,0.0000146147,0.0000319981,0.0000546208,0.0000626353,0.0032670814,0.0050840835,0.0048602758
0.0261666667,0.0000029773,0.0000095722,0.0000148326,0.0000325450,0.0000554706,0.0000634451,0.0032960283,0.0051130237,0.0048566378
0.0263333333,0.0000030339,0.0000097391,0.0000150500,0.0000330968,0.0000563251,0.0000642541,0.0033248585,0.0051413531,0.0048517327
0.0265000000,0.0000030910,0.0000099067,0.0000152670,0.0000336533,0.0000571844,0.0000650623,0.0033535675,0.0051690615,0.0048455518
0.0266666667,0.0000031486,0.0000100751,0.0000154835,0.0000342146,0.0000580482,0.0000658693,0.0033821507,0.0051961388,0.0048380869
0.0268333333,0.0000032065,0.0000102442,0.0000156994,0.0000347807,0.0000589164,0.0000666750,0.0034106036,0.0052225748,0.0048293299
0.0270000000,0.0000032649,0.0000104139,0.0000159146,0.0000353515,0.0000597890,0.0000674791,0.0034389218,0.0052483595,0.0048192733
0.0271666667,0.0000033237,0.0000105842,0.0000161291,0.0000359270,0.0000606659,0.0000682814,0.0034671006,0.0052734830,0.0048079098
0.0273333333,0.0000033828,0.0000107551,0.0000163427,0.0000365072,0.0000615468,0.0000690817,0.0034951355,0.0052979354,0.0047952323
0.0275000000,0.0000034424,0.0000109265,0.0000165554,0.0000370920,0.0000624318,0.0000698798,0.0035230221,0.0053217070,0.0047812343
0.0276666667,0.0000035023,0.0000110983,0.0000167671,0.0000376815,0.0000633207,0.0000706755,0.0035507559,0.0053447880,0.0047659094
0.0278333333,0.0000035626,0.0000112706,0.0000169777,0.0000382756,0.0000642134,0.0000714685,0.0035783324,0.0053671690,0.0047492517
0.0280000000,0.0000036232,0.0000114433,0.0000171871,0.0000388743,0.0000651098,0.0000722586,0.0036057472,0.0053888402,0.0047312557
0.0281666667,0.0000036842,0.0000116163,0.0000173953,0.0000394775,0.0000660097,0.0000730456,0.0036329957,0.0054097924,0.0047119159
0.0283333333,0.0000037455,0.0000117896,0.0000176022,0.0000400853,0.0000669131,0.0000738292,0.0036600736,0.0054300163,0.0046912277
0.0285000000,0.0000038071,0.0000119631,0.0000178077,0.0000406976,0.0000678197,0.0000746093,0.0036869764,0.0054495025,0.0046691863
0.0286666667,0.0000038690,0.0000121369,0.0000180117,0.0000413143,0.0000687296,0.0000753856,0.0037136997,0.0054682420,0.0046457877
0.0288333333,0.0000039312,0.0000123108,0.0000182141,0.0000419355,0.0000696425,0.0000761579,0.0037402391,0.0054862256,0.0046210279
0.0290000000,0.0000039937,0.0000124848,0.0000184149,0.0000425610,0.0000705583,0.0000769259,0.0037665902,0.0055034446,0.0045949035
0.0291666667,0.0000040565,0.0000126589,0.0000186141,0.0000431910,0.0000714770,0.0000776895,0.0037927486,0.0055198900,0.0045674114
0.0293333333,0.0000041195,0.0000128330,0.0000188114,0.0000438253,0.0000723983,0.0000784484,0.0038187100,0.0055355532,0.0045385489
0.0295000000,0.0000041828,0.0000130071,0.0000190069,0.0000444639,0.0000733221,0.0000792024,0.0038444700,0.0055504254,0.0045083135
0.0296666667,0.0000042463,0.0000131811,0.0000192004,0.0000451068,0.0000742484,0.0000799512,0.0038700244,0.0055644982,0.0044767032
0.0298333333,0.0000043100,0.0000133549,0.0000193920,0.0000457539,0.0000751770,0.0000806946,0.0038953687,0.0055777631,0.0044437164
0.0300000000,0.0000043739,0.0000135286,0.0000195815,0.0000464052,0.0000761077,0.0000814324,0.0039204987,0.0055902119,0.0044093517
0.0301666667,0.0000044380,0.0000137021,0.0000197688,0.0000470607,0.0000770404,0.0000821644,0.0039454102,0.0056018364,0.0043736084
0.0303333333,0.0000045023,0.0000138753,0.0000199540,0.0000477204,0.0000779750,0.0000828903,0.0039700988,0.0056126285,0.0043364858
0.0305000000,0.0000045667,0.0000140482,0.0000201368,0.0000483841,0.0000789113,0.0000836099,0.0039945604,0.0056225802,0.0042979838
